"";"municipalities$address";"lon";"lat"
"1105";"Medzibrod, Banská Bystrica, Slovakia";19,3522233;48,791662
"1106";"Melek, Nitra, Slovakia";18,3270372;48,2025437
"1107";"Merník, Vranov nad Topľou, Slovakia";21,6406983;48,9492472
"1108";"Michajlov, Snina, Slovakia";22,3444669;48,909897
"1109";"Michalková, Zvolen, Slovakia";19,1434865;48,5082165
"1110";"Mierovo, Dunajská Streda, Slovakia";17,3867598;48,0700479
"1111";"Mikulášová, Bardejov, Slovakia";21,3897299;49,3839445
"1112";"Miloslavov, Senec, Slovakia";17,299135;48,104528
"1113";"Miroľa, Svidník, Slovakia";21,7319921;49,3293058
"1114";"Mlynica, Poprad, Slovakia";20,3125097;49,1007707
"1115";"Mníšek nad Popradom, Stará Ľubovňa, Slovakia";20,7188763;49,4158908
"1116";"Modra, Pezinok, Slovakia";17,3072873;48,3344706
"1117";"Modrovka, Nové Mesto nad Váhom, Slovakia";17,8825545;48,6488396
"1118";"Mojtín, Púchov, Slovakia";18,4023577;48,9831843
"1119";"Mokroluh, Bardejov, Slovakia";21,2147523;49,3080784
"1120";"Moravany, Michalovce, Slovakia";21,7859472;48,7389427
"1121";"Moškovec, Turčianske Teplice, Slovakia";18,8292011;48,943295
"1122";"Mostová, Galanta, Slovakia";17,6770339;48,1420744
"1123";"Mrázovce, Stropkov, Slovakia";21,6707159;49,1152343
"1124";"Muľa, Veľký Krtíš, Slovakia";19,5244437;48,1924167
"1125";"Muránska Lehota, Revúca, Slovakia";20,0480906;48,7283054
"1126";"Myjava, Myjava, Slovakia";17,5674634;48,7552968
"1127";"Mýto pod Ďumbierom, Brezno, Slovakia";19,632305;48,8523683
"1128";"Naháč, Trnava, Slovakia";17,5366968;48,5335664
"1129";"Nandraž, Revúca, Slovakia";20,1882245;48,608354
"1130";"Nedanovce, Partizánske, Slovakia";18,2920451;48,5925785
"1131";"Nedožery - Brezany, Prievidza, Slovakia";18,6456469;48,8178135
"1132";"Nemcovce, Bardejov, Slovakia";21,4380391;49,2096213
"1133";"Nemešany, Levoča, Slovakia";20,6838666;49,0036602
"1134";"Neporadza, Rimavská Sobota, Slovakia";20,3888665;48,3628046
"1135";"Nevidzany, Prievidza, Slovakia";18,4842434;48,8407461
"1136";"Nimnica, Púchov, Slovakia";18,3565834;49,1390336
"1137";"Nitrianska Streda, Topoľčany, Slovakia";18,1752353;48,5212666
"1138";"Nitrianske Sučany, Prievidza, Slovakia";18,4700084;48,7305086
"1139";"Nižná Boca, Liptovský Mikuláš, Slovakia";19,768605;48,9485737
"1140";"Nižná Kamenica, Košice - okolie, Slovakia";21,4801985;48,7628462
"1141";"Nižná Polianka, Bardejov, Slovakia";21,4023054;49,4042465
"1142";"Nižná Voľa, Bardejov, Slovakia";21,3725386;49,2224989
"1143";"Nižné Ružbachy, Stará Ľubovňa, Slovakia";20,5768307;49,2815417
"1144";"Nižný Klátov, Košice - okolie, Slovakia";21,1420791;48,727611
"1145";"Nižný Mirošov, Svidník, Slovakia";21,4744724;49,3559329
"1146";"Nižný Tvarožec, Bardejov, Slovakia";21,1872976;49,3636656
"1147";"Nová Baňa, Žarnovica, Slovakia";18,6421894;48,4216874
"1148";"Nová Dedina, Levice, Slovakia";18,6476724;48,2825273
"1149";"Nová Lehota, Nové Mesto nad Váhom, Slovakia";17,9800398;48,6582223
"1150";"Nová Polianka, Svidník, Slovakia";21,6213645;49,2871401
"1151";"Nová Ves nad Žitavou, Nitra, Slovakia";18,3227504;48,2893947
"1152";"Nové Hony, Lučenec, Slovakia";19,824897;48,362734
"1153";"Novosad, Trebišov, Slovakia";21,741338;48,5252875
"1154";"Nový Svet, Senec, Slovakia";17,4801497;48,2139933
"1155";"Obeckov, Veľký Krtíš, Slovakia";19,33326;48,1715198
"1156";"Obručné, Stará Ľubovňa, Slovakia";20,9831292;49,30679
"1157";"Očkov, Nové Mesto nad Váhom, Slovakia";17,7642863;48,653441
"1158";"Ohradzany, Humenné, Slovakia";21,8400196;48,9976617
"1159";"Okružná, Prešov, Slovakia";21,3691151;49,0233825
"1160";"Olešná, Čadca, Slovakia";18,6557128;49,44078
"1161";"Oľšavica, Levoča, Slovakia";20,7497894;49,0845681
"1162";"Oľšov, Sabinov, Slovakia";20,8787707;49,180001
"1163";"Ondavka, Bardejov, Slovakia";21,3385851;49,4362999
"1164";"Ondrejovce, Levice, Slovakia";18,5100824;48,1349768
"1165";"Opatovská Nová Ves, Veľký Krtíš, Slovakia";19,2763102;48,1146553
"1166";"Oponice, Topoľčany, Slovakia";18,1442106;48,4680045
"1167";"Oravská Lesná, Námestovo, Slovakia";19,1853401;49,3688894
"1168";"Oravský Biely Potok, Tvrdošín, Slovakia";19,5523362;49,2859179
"1169";"Orechová Potôň, Dunajská Streda, Slovakia";17,534563;48,018371
"1170";"Orlov, Stará Ľubovňa, Slovakia";20,8688435;49,2831667
"1171";"Osadné, Snina, Slovakia";22,1522914;49,1430977
"1172";"Osrblie, Brezno, Slovakia";19,5259227;48,7552932
"1173";"Ostrov, Sobrance, Slovakia";22,1642758;48,7177877
"1174";"Osuské, Senica, Slovakia";17,4407129;48,6243482
"1175";"Ovčie, Prešov, Slovakia";20,9769669;48,96309
"1176";"Padáň, Dunajská Streda, Slovakia";17,6842666;47,9286322
"1177";"Palín, Michalovce, Slovakia";21,9901568;48,6577215
"1178";"Paňovce, Košice - okolie, Slovakia";21,0632387;48,6460655
"1179";"Parihuzovce, Snina, Slovakia";22,192588;49,1105375
"1180";"Pašková, Rožňava, Slovakia";20,383617;48,591468
"1181";"Pata, Galanta, Slovakia";17,8279201;48,2734391
"1182";"Pavľany, Levoča, Slovakia";20,7116479;49,0576473
"1183";"Pavlovce, Rimavská Sobota, Slovakia";20,0804452;48,3282191
"1184";"Pčoliné, Snina, Slovakia";22,171179;49,0659942
"1185";"Pečovská Nová Ves, Sabinov, Slovakia";21,0413611;49,122122
"1186";"Petkovce, Vranov nad Topľou, Slovakia";21,5981156;49,0016959
"1187";"Petrova Ves, Skalica, Slovakia";17,1615372;48,7219765
"1188";"Petrovce, Sobrance, Slovakia";22,3228453;48,706242
"1189";"Pezinok, Pezinok, Slovakia";17,2666557;48,2891353
"1190";"Píla, Lučenec, Slovakia";19,5047851;48,482424
"1191";"Piskorovce, Vranov nad Topľou, Slovakia";21,7320454;49,1058104
"1192";"Plaveč, Stará Ľubovňa, Slovakia";20,8419037;49,2609932
"1193";"Plavecký Štvrtok, Malacky, Slovakia";17,0027804;48,373918
"1194";"Plešivec, Rožňava, Slovakia";20,4051431;48,5478222
"1195";"Ploské, Košice - okolie, Slovakia";21,516667;48,75
"1196";"Počúvadlo, Banská Štiavnica, Slovakia";18,8347633;48,3663124
"1197";"Podhájska, Nové Zámky, Slovakia";18,3399932;48,102287
"1198";"Podhorie, Žilina, Slovakia";18,6438643;49,1725146
"1199";"Podhradie, Topoľčany, Slovakia";18,0519939;48,6602577
"1200";"Podkriváň, Detva, Slovakia";19,4565245;48,5130572
"1201";"Podolie, Nové Mesto nad Váhom, Slovakia";17,7730883;48,6713786
"1202";"Podtureň, Liptovský Mikuláš, Slovakia";19,6929481;49,0536803
"1203";"Pohranice, Nitra, Slovakia";18,1838436;48,3312814
"1204";"Pokryváč, Dolný Kubín, Slovakia";19,3961883;49,2018361
"1205";"Polianka, Myjava, Slovakia";17,5819174;48,7275117
"1206";"Poloma, Sabinov, Slovakia";20,8278119;49,168174
"1207";"Pongrácovce, Levoča, Slovakia";20,8227101;49,019182
"1208";"Poproč, Košice - okolie, Slovakia";20,9745172;48,7112359
"1209";"Porostov, Sobrance, Slovakia";22,1772664;48,6972824
"1210";"Porúbka, Bardejov, Slovakia";21,4268966;49,1989459
"1211";"Potôčky, Stropkov, Slovakia";21,7166065;49,2094899
"1212";"Potônske Lúky, Dunajská Streda, Slovakia";17,5869714;48,0908528
"1213";"Považská Bystrica, Považská Bystrica, Slovakia";18,447663;49,1131198
"1214";"Pozba, Nové Zámky, Slovakia";18,3877424;48,114559
"1215";"Prašice, Topoľčany, Slovakia";18,1092461;48,6403532
"1216";"Pravotice, Bánovce nad Bebravou, Slovakia";18,2930588;48,6823856
"1217";"Predmier, Bytča, Slovakia";18,5306853;49,1977879
"1218";"Prestavlky, Žiar nad Hronom, Slovakia";18,7569851;48,5867739
"1219";"Pribiš, Dolný Kubín, Slovakia";19,4049282;49,2214806
"1220";"Priekopa, Sobrance, Slovakia";22,2708751;48,749709
"1221";"Prievaly, Senica, Slovakia";17,3495369;48,557108
"1222";"Príslop, Snina, Slovakia";22,3281995;49,0384356
"1223";"Prosačov, Vranov nad Topľou, Slovakia";21,5356712;49,0438588
"1224";"Prusy, Bánovce nad Bebravou, Slovakia";18,2606982;48,7583725
"1225";"Ptrukša, Michalovce, Slovakia";22,1387494;48,4876298
"1226";"Pušovce, Prešov, Slovakia";21,4100545;49,0869615
"1227";"Pusté Úľany, Galanta, Slovakia";17,5690496;48,2318423
"1228";"Radatice, Prešov, Slovakia";21,1886225;48,9319886
"1229";"Radobica, Prievidza, Slovakia";18,5018099;48,5840288
"1230";"Radošovce, Skalica, Slovakia";17,2806138;48,7723276
"1231";"Radvaň nad Laborcom, Medzilaborce, Slovakia";21,9267748;49,1304199
"1232";"Rajčany, Topoľčany, Slovakia";18,2345167;48,6122763
"1233";"Rákoš, Revúca, Slovakia";20,1496355;48,6018082
"1234";"Rakovec nad Ondavou, Michalovce, Slovakia";21,7829863;48,7703238
"1235";"Rakša, Turčianske Teplice, Slovakia";18,8797475;48,8818206
"1236";"Rapovce, Lučenec, Slovakia";19,6813517;48,2730747
"1237";"Ratka, Lučenec, Slovakia";19,7849241;48,2456442
"1238";"Ratkovská Lehota, Rimavská Sobota, Slovakia";20,099228;48,5626253
"1239";"Ratvaj, Sabinov, Slovakia";21,1966986;49,1128685
"1240";"Reca, Senec, Slovakia";17,4478453;48,2325103
"1241";"Remeniny, Vranov nad Topľou, Slovakia";21,5503318;49,0368979
"1242";"Repište, Žiar nad Hronom, Slovakia";18,8451812;48,515546
"1243";"Revúcka Lehota, Revúca, Slovakia";20,1812337;48,6727911
"1244";"Riečka, Rimavská Sobota, Slovakia";20,3311139;48,3403356
"1245";"Rimavské Brezovo, Rimavská Sobota, Slovakia";19,9629677;48,5395815
"1246";"Rochovce, Rožňava, Slovakia";20,3003097;48,7023216
"1247";"Rohožník, Humenné, Slovakia";21,7626365;49,1114697
"1248";"Rokytovce, Medzilaborce, Slovakia";21,8747447;49,2666083
"1249";"Rovensko, Senica, Slovakia";17,3782164;48,7105708
"1250";"Rovné, Humenné, Slovakia";22,0073513;48,9785897
"1251";"Rozložná, Rožňava, Slovakia";20,350058;48,6177631
"1252";"Rúbaň, Nové Zámky, Slovakia";18,4029001;47,9259101
"1253";"Rudlov, Vranov nad Topľou, Slovakia";21,5713332;48,9230208
"1254";"Rudník, Myjava, Slovakia";17,6371982;48,7571468
"1255";"Rumanová, Nitra, Slovakia";17,8700193;48,3288676
"1256";"Ruská Bystrá, Sobrance, Slovakia";22,3000995;48,8567993
"1257";"Ruská Voľa, Vranov nad Topľou, Slovakia";21,5897706;49,0963001
"1258";"Ruskovce, Bánovce nad Bebravou, Slovakia";18,1911535;48,7452739
"1259";"Ružiná, Lučenec, Slovakia";19,5528562;48,4295035
"1260";"Rybky, Senica, Slovakia";17,337611;48,7089223
"1261";"Sabinov, Sabinov, Slovakia";21,0978;49,1027696
"1262";"Šahy, Levice, Slovakia";18,9487108;48,0692045
"1263";"Šalgovce, Topoľčany, Slovakia";17,8975522;48,525737
"1264";"Šamorín, Dunajská Streda, Slovakia";17,3138117;48,0280123
"1265";"Sap, Dunajská Streda, Slovakia";17,6149598;47,8216817
"1266";"Šarišské Bohdanovce, Prešov, Slovakia";21,3170739;48,8476859
"1267";"Šarišské Michaľany, Sabinov, Slovakia";21,1349264;49,0696949
"1268";"Šarovce, Levice, Slovakia";18,6366274;48,1035019
"1269";"Šašová, Bardejov, Slovakia";21,4488903;49,2567057
"1270";"Sebechleby, Krupina, Slovakia";18,9523678;48,2746827
"1271";"Sečianky, Veľký Krtíš, Slovakia";19,0784363;48,0943941
"1272";"Sedlice, Prešov, Slovakia";21,1195245;48,9178274
"1273";"Sekule, Senica, Slovakia";17,0025305;48,6001444
"1274";"Selce, Poltár, Slovakia";19,876675;48,4566728
"1275";"Semerovo, Nové Zámky, Slovakia";18,3558186;48,0116905
"1276";"Senec, Senec, Slovakia";17,4061427;48,2170352
"1277";"Senné, Veľký Krtíš, Slovakia";19,3960142;48,3100548
"1278";"Šiatorská Bukovinka, Lučenec, Slovakia";19,8292432;48,183762
"1279";"Sihelné, Námestovo, Slovakia";19,4223755;49,5043322
"1280";"Siladice, Hlohovec, Slovakia";17,7428223;48,3571823
"1281";"Šimonovce, Rimavská Sobota, Slovakia";20,1104491;48,2719579
"1282";"Šípkové, Piešťany, Slovakia";17,7182543;48,6568707
"1283";"Sirník, Trebišov, Slovakia";21,8035679;48,5184052
"1284";"Skačany, Partizánske, Slovakia";18,3785276;48,6607942
"1285";"Skároš, Košice - okolie, Slovakia";21,376095;48,5884089
"1286";"Sklabinský Podzámok, Martin, Slovakia";19,0273415;49,0517668
"1287";"Skýcov, Zlaté Moravce, Slovakia";18,4224334;48,5051963
"1288";"Slanská Huta, Košice - okolie, Slovakia";21,4670856;48,5968608
"1289";"Slatina nad Bebravou, Bánovce nad Bebravou, Slovakia";18,2643597;48,8372196
"1290";"Slavec, Rožňava, Slovakia";20,4674127;48,5866277
"1291";"Slavošovce, Rožňava, Slovakia";20,2849254;48,7123095
"1292";"Sliepkovce, Michalovce, Slovakia";21,9459685;48,6734473
"1293";"Slovany, Martin, Slovakia";18,8982913;49,0812662
"1294";"Slovenská Ves, Kežmarok, Slovakia";20,423022;49,226481
"1295";"Slovenské Krivé, Humenné, Slovakia";22,0044482;49,0715357
"1296";"Slovinky, Spišská Nová Ves, Slovakia";20,8439326;48,8787146
"1297";"Smolenice, Trnava, Slovakia";17,4300631;48,5058478
"1298";"Smrdáky, Senica, Slovakia";17,3005571;48,7231149
"1299";"Snina, Snina, Slovakia";22,1583022;48,987657
"1300";"Sobrance, Sobrance, Slovakia";22,1794779;48,7457689
"1301";"Sokolce, Komárno, Slovakia";17,8262909;47,8517852
"1302";"Solčianky, Topoľčany, Slovakia";18,1962864;48,6199811
"1303";"Šoltýska, Poltár, Slovakia";19,883333;48,4
"1304";"Špačince, Trnava, Slovakia";17,6104693;48,4396923
"1305";"Spišská Nová Ves, Spišská Nová Ves, Slovakia";20,563649;48,9452771
"1306";"Spišské Hanušovce, Kežmarok, Slovakia";20,3433152;49,3333341
"1307";"Spišský Hrhov, Levoča, Slovakia";20,6398559;49,0024792
"1308";"Šrobárová, Komárno, Slovakia";18,3250524;47,8039919
"1309";"Stankovany, Ružomberok, Slovakia";19,1721185;49,1465047
"1310";"Stará Halič, Lučenec, Slovakia";19,5742012;48,3668393
"1311";"Stará Lesná, Kežmarok, Slovakia";20,306469;49,1361539
"1312";"Stará Voda, Gelnica, Slovakia";20,6758353;48,8001246
"1313";"Starý Hrádok, Levice, Slovakia";18,6363811;48,1502522
"1314";"Stebnícka Huta, Bardejov, Slovakia";21,247285;49,4147706
"1315";"Štefanová, Pezinok, Slovakia";17,3960132;48,3856031
"1316";"Štefurov, Svidník, Slovakia";21,5082318;49,1759717
"1317";"Štiavnik, Bytča, Slovakia";18,4651805;49,2442703
"1318";"Štós, Košice - okolie, Slovakia";20,7917382;48,7081419
"1319";"Stráne pod Tatrami, Kežmarok, Slovakia";20,3671343;49,1583804
"1320";"Stráža, Žilina, Slovakia";18,9088935;49,2245004
"1321";"Strečno, Žilina, Slovakia";18,8630771;49,1868637
"1322";"Strelníky, Banská Bystrica, Slovakia";19,3930285;48,7237727
"1323";"Strihovce, Snina, Slovakia";22,2791052;48,8968948
"1324";"Studená, Rimavská Sobota, Slovakia";19,9583568;48,1614452
"1325";"Stupava, Malacky, Slovakia";17,0318863;48,2749212
"1326";"Štvrtok na Ostrove, Dunajská Streda, Slovakia";17,3556241;48,0982773
"1327";"Suchá nad Parnou, Trnava, Slovakia";17,4898676;48,4098899
"1328";"Suchohrad, Malacky, Slovakia";16,8567434;48,4066912
"1329";"Sukov, Medzilaborce, Slovakia";21,8744232;49,2182259
"1330";"Súlovce, Topoľčany, Slovakia";18,1733267;48,4633785
"1331";"Šurianky, Nitra, Slovakia";18,0210515;48,424641
"1332";"Sútor, Rimavská Sobota, Slovakia";20,1219549;48,3516654
"1333";"Svätá Mária, Trebišov, Slovakia";21,8440215;48,4326669
"1334";"Svätý Anton, Banská Štiavnica, Slovakia";18,9392008;48,4176065
"1335";"Svederník, Žilina, Slovakia";18,6459734;49,2633908
"1336";"Svetlice, Medzilaborce, Slovakia";22,0404787;49,1706249
"1337";"Svinica, Košice - okolie, Slovakia";21,461822;48,7315365
"1338";"Svodín, Nové Zámky, Slovakia";18,4992171;47,911051
"1339";"Tachty, Rimavská Sobota, Slovakia";19,9402011;48,1539474
"1340";"Tarnov, Bardejov, Slovakia";21,1697342;49,3203697
"1341";"Tekolďany, Hlohovec, Slovakia";17,9036356;48,4927126
"1342";"Tekovský Hrádok, Levice, Slovakia";18,5520256;48,1672555
"1343";"Teplička, Spišská Nová Ves, Slovakia";20,5899614;48,9085759
"1344";"Terany, Krupina, Slovakia";18,8961353;48,1813946
"1345";"Tesáre, Topoľčany, Slovakia";18,0872199;48,600237
"1346";"Tichý Potok, Sabinov, Slovakia";20,7868744;49,1477923
"1347";"Tlmače, Levice, Slovakia";18,5313695;48,2894294
"1348";"Tomášov, Senec, Slovakia";17,3363814;48,1422248
"1349";"Topoľa, Snina, Slovakia";22,3557335;49,0441673
"1350";"Topoľníky, Dunajská Streda, Slovakia";17,7865653;47,9679098
"1351";"Torysa, Sabinov, Slovakia";20,8782788;49,1599824
"1352";"Tovarníky, Topoľčany, Slovakia";18,1470395;48,5701856
"1353";"Trebatice, Piešťany, Slovakia";17,7526371;48,5980472
"1354";"Trebišov, Trebišov, Slovakia";21,715555;48,6284913
"1355";"Trenčianska Teplá, Trenčín, Slovakia";18,1207133;48,9343112
"1356";"Trenčianske Mitice, Trenčín, Slovakia";18,1137196;48,8044037
"1357";"Trhová Hradská, Dunajská Streda, Slovakia";17,7480648;47,9902538
"1358";"Trnava pri Laborci, Michalovce, Slovakia";21,9325699;48,8180076
"1359";"Trnkov, Prešov, Slovakia";21,3573095;49,0334007
"1360";"Tročany, Bardejov, Slovakia";21,3219736;49,1824474
"1361";"Trstená na Ostrove, Dunajská Streda, Slovakia";17,5001091;47,9194967
"1362";"Trstín, Trnava, Slovakia";17,4643592;48,5262243
"1363";"Tulčík, Prešov, Slovakia";21,312344;49,0889057
"1364";"Turany nad Ondavou, Stropkov, Slovakia";21,6535226;49,1007186
"1365";"Turčianske Jaseno, Martin, Slovakia";18,9890863;49,0299121
"1366";"Turčiansky Peter, Martin, Slovakia";18,8895244;49,0289626
"1367";"Tureň, Senec, Slovakia";17,3901482;48,1910869
"1368";"Turnianska Nová Ves, Košice - okolie, Slovakia";20,8874557;48,5776357
"1369";"Tušická Nová Ves, Michalovce, Slovakia";21,7517331;48,7168684
"1370";"Tvrdošín, Tvrdošín, Slovakia";19,5548296;49,3335213
"1371";"Udavské, Humenné, Slovakia";21,965648;48,9739299
"1372";"Úhorná, Gelnica, Slovakia";20,675309;48,7053159
"1373";"Uhrovské Podhradie, Bánovce nad Bebravou, Slovakia";18,3796621;48,7636004
"1374";"Uloža, Levoča, Slovakia";20,6449521;49,0433541
"1375";"Utekáč, Poltár, Slovakia";19,8023583;48,6059328
"1376";"Uzovský Šalgov, Sabinov, Slovakia";21,0609128;49,0902545
"1377";"Vajkovce, Košice - okolie, Slovakia";21,3209996;48,7837252
"1378";"Valaská Dubová, Ružomberok, Slovakia";19,2928316;49,1405521
"1379";"Valice, Rimavská Sobota, Slovakia";20,196443;48,4490155
"1380";"Vápeník, Svidník, Slovakia";21,5403712;49,393091
"1381";"Varín, Žilina, Slovakia";18,8698436;49,2018644
"1382";"Vavrišovo, Liptovský Mikuláš, Slovakia";19,7614033;49,0706664
"1383";"Vechec, Vranov nad Topľou, Slovakia";21,6243775;48,8724591
"1384";"Veľká Čalomija, Veľký Krtíš, Slovakia";19,2019512;48,0692869
"1385";"Veľká Franková, Kežmarok, Slovakia";20,2978187;49,3357699
"1386";"Veľká Lesná, Stará Ľubovňa, Slovakia";20,4369567;49,3341834
"1387";"Veľká Mača, Galanta, Slovakia";17,6922735;48,2435603
"1388";"Veľká Ves, Poltár, Slovakia";19,675044;48,3810159
"1389";"Veľké Borové, Liptovský Mikuláš, Slovakia";19,5194538;49,1978959
"1390";"Veľké Držkovce, Bánovce nad Bebravou, Slovakia";18,1814147;48,7338258
"1391";"Veľké Kapušany, Michalovce, Slovakia";22,0749232;48,5538608
"1392";"Veľké Kršteňany, Partizánske, Slovakia";18,4144445;48,6449847
"1393";"Veľké Orvište, Piešťany, Slovakia";17,7945753;48,6195863
"1394";"Veľké Revištia, Sobrance, Slovakia";22,0930346;48,7455671
"1395";"Veľké Straciny, Veľký Krtíš, Slovakia";19,3953599;48,1962753
"1396";"Veľké Uherce, Partizánske, Slovakia";18,4362299;48,6076436
"1397";"Veľké Zlievce, Veľký Krtíš, Slovakia";19,4540335;48,2005363
"1398";"Veľký Čepčín, Turčianske Teplice, Slovakia";18,8091759;48,8943821
"1399";"Veľký Grob, Galanta, Slovakia";17,4939274;48,2510341
"1400";"Veľký Krtíš, Veľký Krtíš, Slovakia";19,3507599;48,2083508
"1401";"Veľký Lom, Veľký Krtíš, Slovakia";19,3713302;48,339668
"1402";"Veľký Slivník, Prešov, Slovakia";21,2749399;49,1135593
"1403";"Veselé, Piešťany, Slovakia";17,7330618;48,5481355
"1404";"Vieska, Veľký Krtíš, Slovakia";19,4659238;48,261273
"1405";"Vígľašská Huta - Kalinka, Detva, Slovakia";19,2791852;48,4939635
"1406";"Viničné, Pezinok, Slovakia";17,3012946;48,2722026
"1407";"Vinosady, Pezinok, Slovakia";17,2875579;48,3095335
"1408";"Višňov, Trebišov, Slovakia";21,6689373;48,7488413
"1409";"Visolaje, Púchov, Slovakia";18,3637074;49,0705536
"1410";"Víťazovce, Humenné, Slovakia";21,801299;49,0101713
"1411";"Vlachy, Liptovský Mikuláš, Slovakia";19,4737268;49,0932223
"1412";"Vlkanová, Banská Bystrica, Slovakia";19,1469393;48,6682906
"1413";"Vlky, Senec, Slovakia";17,3674904;48,1580751
"1414";"Vojčice, Trebišov, Slovakia";21,7124034;48,679416
"1415";"Vojňany, Kežmarok, Slovakia";20,4403237;49,2487484
"1416";"Volica, Medzilaborce, Slovakia";21,9224664;49,1514366
"1417";"Vozokany, Topoľčany, Slovakia";17,9950224;48,5675643
"1418";"Vranov nad Topľou, Vranov nad Topľou, Slovakia";21,6825245;48,8904721
